member_id,prioritization_score,rank
6140,0.18500584,211
5483,0.18500584,212
7403,0.18500584,213
7422,0.18500584,214
9477,0.18486375,215
5515,0.18486375,216
3820,0.18486375,217
6992,0.18485701,218
6272,0.18455908,219
6905,0.18420923,220
6276,0.18420923,221
2939,0.18410924,222
8053,0.18364489,223
9609,0.18359056,224
1967,0.18355876,225
1802,0.18291298,226
3548,0.1828984,227
8600,0.1828984,228
6209,0.1828984,229
4071,0.1828984,230
4425,0.1822772,231
7056,0.1822685,232
5790,0.1821967,233
9798,0.18205017,234
2663,0.18196243,235
4263,0.18168217,236
4408,0.18135548,237
1590,0.18119264,238
2692,0.18087414,239
229,0.18079609,240
8810,0.18074417,241
2097,0.18071795,242
8508,0.18050697,243
2400,0.1804747,244
1720,0.18036628,245
9942,0.1803425,246
1972,0.18015134,247
6682,0.17966163,248
8488,0.17963797,249
4619,0.17930079,250
3368,0.17930079,251
6426,0.17930079,252
2547,0.17930079,253
737,0.178936,254
5944,0.17880854,255
4368,0.17875984,256
8006,0.17851543,257
9434,0.17851543,258
8406,0.17851543,259
3230,0.17851543,260
1283,0.17851543,261
8383,0.17851543,262
3138,0.17851543,263
8320,0.17851543,264
4127,0.17847934,265
4845,0.1781581,266
5849,0.17801273,267
9818,0.17800075,268
7172,0.17800075,269
1612,0.1777206,270
7011,0.1777206,271
321,0.1776669,272
4583,0.1776514,273
8009,0.17709142,274
7870,0.17680389,275
4670,0.17674729,276
8623,0.17652613,277
1295,0.17652613,278
5268,0.1761631,279
4370,0.1761471,280
2058,0.17614198,281
1862,0.17610452,282
3041,0.17603236,283
7896,0.17598253,284
880,0.17597604,285
1010,0.17593828,286
3473,0.17590976,287
913,0.17590976,288
6644,0.1757837,289
3828,0.17575544,290
9901,0.17568439,291
1982,0.17568439,292
3814,0.17567146,293
5534,0.17531615,294
8221,0.17521578,295
2409,0.17521578,296
8681,0.17519575,297
4479,0.17515966,298
4447,0.17506263,299
4223,0.17503506,300
4390,0.17503506,301
2760,0.17486805,302
1150,0.17486805,303
7025,0.17486507,304
5710,0.17486507,305
9126,0.17486507,306
5264,0.17486507,307
1529,0.17486507,308
2632,0.17464596,309
520,0.1743441,310
4719,0.17423624,311
1585,0.17415142,312
3867,0.17387214,313
6648,0.17318353,314
9962,0.17302126,315
84,0.17283699,316
7147,0.17282397,317
2467,0.17282397,318
7202,0.17234805,319
180,0.1722723,320
4081,0.1720922,321
8352,0.17205352,322
944,0.17205352,323
4,0.17205352,324
7642,0.17205352,325
3889,0.17205352,326
1522,0.17178479,327
1082,0.17177469,328
2170,0.17177469,329
4652,0.17134431,330
480,0.17130587,331
3756,0.17126879,332
7432,0.17113692,333
5605,0.17112416,334
7462,0.17112088,335
8671,0.17112088,336
1984,0.17103979,337
1051,0.17102042,338
4486,0.17089668,339
4481,0.17083812,340
4094,0.17083812,341
8264,0.17071706,342
5027,0.17053425,343
4304,0.17022255,344
127,0.16979587,345
1447,0.16945055,346
409,0.16928649,347
8135,0.16927528,348
4019,0.16925266,349
5599,0.16916299,350
7617,0.16916299,351
299,0.16915184,352
7845,0.16915184,353
1110,0.16915184,354
568,0.16915184,355
6819,0.16915184,356
6640,0.1690855,357
2924,0.16905373,358
7995,0.16895056,359
2078,0.16894406,360
1124,0.168944,361
5497,0.16876465,362
9846,0.16872078,363
2832,0.16871387,364
6082,0.16864887,365
1978,0.16860327,366
5539,0.16818225,367
3127,0.16818225,368
1709,0.16818225,369
3615,0.16816586,370
414,0.16798761,371
3498,0.16780466,372
3388,0.16740441,373
963,0.16732812,374
3002,0.1671567,375
8005,0.16710812,376
450,0.16698396,377
4996,0.16698396,378
1275,0.16693652,379
5233,0.16693652,380
9373,0.16693652,381
12,0.16691883,382
6839,0.16657302,383
4503,0.16654271,384
5892,0.16654271,385
3834,0.16654271,386
3699,0.16649142,387
2648,0.16646329,388
9019,0.1664558,389
7028,0.165997,390
1352,0.16584802,391
6107,0.16568965,392
9879,0.16566607,393
8050,0.16549593,394
8155,0.16525128,395
9286,0.16514453,396
4278,0.16504884,397
7203,0.16486567,398
2356,0.16479108,399
4545,0.16467637,400
2174,0.16467154,401
8849,0.16467154,402
1408,0.16467154,403
2622,0.16437364,404
422,0.16437364,405
9805,0.16437364,406
9508,0.1643588,407
7003,0.1643509,408
9345,0.16413221,409
2741,0.16413221,410
1598,0.16398251,411
8083,0.16395178,412
4637,0.1638555,413
4591,0.16376391,414
7106,0.16367924,415
4049,0.1636028,416
5058,0.1636028,417
8519,0.1636028,418
2297,0.1636028,419
7472,0.1636028,420
1193,0.163558,421
8027,0.16355634,422
7323,0.16344461,423
6708,0.16325873,424
5680,0.16319,425
912,0.16313401,426
9855,0.16295236,427
6343,0.16295236,428
8757,0.16295236,429
8505,0.16294292,430
1976,0.16282836,431
6795,0.16276172,432
1536,0.16272038,433
5829,0.16272038,434
6006,0.16269994,435
5053,0.16268617,436
529,0.16268402,437
8526,0.16245067,438
7274,0.16245067,439
9367,0.16236898,440
984,0.16233346,441
6449,0.1622647,442
2515,0.16223168,443
4161,0.16223168,444
2801,0.16196385,445
1736,0.16196385,446
6513,0.16195524,447
2107,0.16193467,448
8432,0.1618104,449
5013,0.16164663,450
2837,0.1614179,451
3316,0.16129303,452
2578,0.1612615,453
6974,0.1612615,454
9819,0.16109008,455
8498,0.16109008,456
9514,0.16096506,457
3812,0.16092837,458
9231,0.16092837,459
9939,0.16090977,460
3156,0.16090977,461
6944,0.16090977,462
5083,0.16090977,463
7559,0.16090977,464
4949,0.16090977,465
3492,0.16090977,466
7265,0.16090977,467
7394,0.16090977,468
4285,0.16090977,469
673,0.1607756,470
477,0.1607537,471
1293,0.1607537,472
106,0.16068703,473
3635,0.1606867,474
7652,0.16055247,475
8779,0.16053337,476
6335,0.1604492,477
6085,0.1604492,478
1265,0.16019046,479
5670,0.16016567,480
4054,0.16016567,481
1858,0.1601212,482
7229,0.1601212,483
1228,0.16002408,484
7448,0.15970886,485
6609,0.15962452,486
3637,0.15959764,487
1320,0.15959275,488
4662,0.15932429,489
1831,0.15915218,490
1055,0.15906984,491
5409,0.15905362,492
6941,0.15898025,493
4219,0.1588096,494
3284,0.15875313,495
3974,0.15873027,496
6922,0.15873027,497
5190,0.1583749,498
4997,0.15827793,499
5634,0.15826178,500
1092,0.15818778,501
6873,0.1581749,502
9224,0.15807933,503
1506,0.15807933,504
93,0.15807933,505
5957,0.15799898,506
7481,0.15794632,507
836,0.15788525,508
5606,0.15780091,509
6057,0.15769863,510
8317,0.15766203,511
8687,0.15766203,512
5352,0.15750897,513
284,0.15748802,514
736,0.157316,515
7228,0.15728688,516
5327,0.15725559,517
1785,0.15725559,518
519,0.15724972,519
8656,0.15722743,520
1094,0.15715224,521
453,0.15712559,522
6978,0.15703464,523
3298,0.15698248,524
424,0.15698248,525
5758,0.15698248,526
8745,0.15688074,527
3175,0.15676656,528
8591,0.15665087,529
6477,0.15659803,530
2355,0.15654129,531
7452,0.15652838,532
1923,0.15618017,533
5962,0.15603939,534
3499,0.15601501,535
8210,0.15598747,536
8425,0.15569276,537
7341,0.15569276,538
952,0.15555963,539
4837,0.15551376,540
1354,0.15546802,541
4239,0.15540937,542
8410,0.1552844,543
7058,0.15526503,544
1088,0.15526503,545
8923,0.15523905,546
3871,0.15523905,547
828,0.15520614,548
1258,0.15509179,549
311,0.15509179,550
2968,0.15509179,551
2095,0.15495726,552
2134,0.15488377,553
5802,0.15461412,554
6070,0.15456632,555
6076,0.15454522,556
2419,0.15450361,557
4048,0.15450361,558
151,0.1544885,559
6856,0.1544885,560
782,0.1544885,561
4569,0.1544885,562
1655,0.15434974,563
3496,0.15422782,564
5348,0.15422782,565
704,0.15421551,566
1808,0.15412077,567
2815,0.1540243,568
3728,0.1540243,569
6059,0.1540243,570
6502,0.15383124,571
4659,0.15370262,572
3213,0.15370262,573
1915,0.1536465,574
7716,0.15363109,575
927,0.15362555,576
1290,0.15362555,577
1584,0.1536243,578
7034,0.1534166,579
1896,0.15327755,580
9039,0.15322906,581
3562,0.15322906,582
8014,0.1531654,583
461,0.1531375,584
811,0.15311569,585
4160,0.15308297,586
7986,0.1529873,587
688,0.1529873,588
7178,0.15294373,589
5417,0.15279034,590
4532,0.15268758,591
4951,0.15263578,592
7279,0.15247762,593
6508,0.1524032,594
2732,0.15239674,595
2876,0.15228903,596
9497,0.15224764,597
2231,0.15220058,598
1848,0.15210056,599
8739,0.15203625,600
107,0.15201521,601
9328,0.15194139,602
5856,0.15194076,603
3100,0.15194076,604
7692,0.15186515,605
7385,0.15180641,606
3489,0.15167922,607
7842,0.15166035,608
293,0.1515078,609
6432,0.15144125,610
4991,0.1514161,611
2247,0.15126863,612
1440,0.15125576,613
2808,0.15114456,614
3059,0.15114456,615
8540,0.15112513,616
6257,0.15111077,617
2445,0.15095669,618
9950,0.15086943,619
9096,0.15077198,620
5051,0.15070444,621
6441,0.15044287,622
5462,0.1503677,623
1359,0.15019938,624
1468,0.1501044,625
2043,0.15008652,626
2970,0.15008652,627
4975,0.14999893,628
4221,0.14982599,629
9323,0.14979815,630
1663,0.14975497,631
2432,0.14970732,632
3480,0.14970732,633
9219,0.14970732,634
7507,0.14966244,635
3082,0.1496309,636
7713,0.14939022,637
8341,0.14937854,638
6485,0.14916861,639
4066,0.14916861,640
8025,0.14902067,641
3261,0.14895576,642
3671,0.14894214,643
5961,0.14891404,644
922,0.14890394,645
6208,0.14886433,646
3300,0.14886433,647
7973,0.14879647,648
1414,0.14871567,649
2961,0.14867312,650
4575,0.14852309,651
1772,0.14850038,652
4946,0.1484816,653
829,0.14847124,654
7972,0.14846772,655
9503,0.14846772,656
5568,0.14846084,657
3553,0.14830494,658
6918,0.14830494,659
388,0.14829797,660
8219,0.14829797,661
1564,0.14829797,662
5281,0.14824808,663
2489,0.14824808,664
951,0.14821988,665
2215,0.14818043,666
2249,0.14815414,667
6643,0.1479727,668
940,0.14791524,669
9593,0.14791524,670
9479,0.1478864,671
5912,0.1478864,672
7885,0.14781445,673
8907,0.14772761,674
9293,0.14761716,675
5546,0.14758977,676
5772,0.14749801,677
4723,0.14749801,678
4144,0.14746228,679
3152,0.14740586,680
169,0.14740586,681
6712,0.14735419,682
8168,0.14734551,683
8246,0.1473403,684
1726,0.1470483,685
2374,0.14677447,686
4105,0.14674118,687
9764,0.14674118,688
7024,0.14653695,689
7125,0.14647275,690
9634,0.14644831,691
1319,0.14642125,692
8982,0.14633632,693
6909,0.14633632,694
2232,0.14633632,695
5851,0.14631233,696
3791,0.14596286,697
9877,0.14590785,698
8704,0.14579025,699
8802,0.14579025,700
5008,0.1457853,701
3371,0.14574322,702
6452,0.14554107,703
6722,0.14553821,704
4747,0.14546064,705
2542,0.14546064,706
3923,0.14539039,707
2027,0.14532807,708
7503,0.14526933,709
6798,0.14525267,710
2587,0.14524132,711
4783,0.14521435,712
3724,0.14512998,713
7085,0.14512998,714
8211,0.14512998,715
8142,0.14512524,716
9611,0.14505082,717
7177,0.1450477,718
1056,0.1450477,719
7694,0.1450477,720
8216,0.14498174,721
8097,0.14496315,722
8387,0.14480591,723
5585,0.14480591,724
1563,0.14480591,725
633,0.1447503,726
8191,0.14465484,727
6060,0.14448208,728
5245,0.14448208,729
3959,0.14445895,730
247,0.14445895,731
8902,0.14440459,732
3027,0.14430714,733
4283,0.14429745,734
3904,0.14419872,735
4708,0.14414585,736
6295,0.14408743,737
8026,0.14390466,738
1123,0.14388564,739
1442,0.14383018,740
2253,0.14383018,741
2553,0.14369923,742
5869,0.14366746,743
5178,0.14364982,744
2782,0.14364982,745
1769,0.14360619,746
1540,0.14359504,747
6887,0.14347696,748
9241,0.14346749,749
9656,0.14317933,750
46,0.14315924,751
2273,0.14315924,752
1593,0.14308277,753
8675,0.14305943,754
7220,0.14301932,755
9386,0.14300656,756
8370,0.14299875,757
4339,0.14287049,758
9030,0.14272726,759
4893,0.14265192,760
1572,0.1425991,761
2028,0.14259174,762
5647,0.14256343,763
1141,0.14256343,764
9972,0.14251205,765
7278,0.14251205,766
3447,0.14207566,767
4012,0.14195663,768
8015,0.14195663,769
3654,0.14195663,770
7946,0.14187944,771
5353,0.14179215,772
9896,0.14173412,773
1039,0.14173412,774
4485,0.14173412,775
3449,0.14166504,776
4351,0.14166504,777
8632,0.14158139,778
8640,0.14156482,779
4042,0.14147383,780
3225,0.14146075,781
5723,0.1414178,782
4079,0.1414178,783
6512,0.14119348,784
7951,0.14116031,785
1652,0.1411125,786
8642,0.14110118,787
8701,0.14095947,788
6552,0.14088362,789
9490,0.14086193,790
9092,0.14086193,791
259,0.14086193,792
8016,0.14081079,793
6096,0.14058286,794
9922,0.14050281,795
5046,0.14050281,796
5809,0.1404894,797
337,0.1404894,798
7998,0.14041859,799
9407,0.14035332,800
6259,0.14035016,801
3951,0.14029825,802
8184,0.14026615,803
8509,0.14024246,804
6582,0.14016584,805
5629,0.14010775,806
4454,0.14008701,807
9691,0.14008701,808
2347,0.13997021,809
7936,0.13993481,810
1000,0.13992229,811
7623,0.13992229,812
7884,0.13992229,813
4957,0.13975197,814
367,0.13954556,815
7424,0.13942787,816
7709,0.13942635,817
2894,0.13941643,818
7568,0.1393542,819
3946,0.13933933,820
3835,0.13926226,821
5320,0.13918027,822
8134,0.13914415,823
8101,0.1390304,824
1372,0.1389896,825
1438,0.13897595,826
1251,0.13893318,827
6421,0.13890016,828
7707,0.13884175,829
7402,0.13882726,830
2799,0.13853115,831
9852,0.13846773,832
5239,0.13834059,833
5215,0.13830188,834
8033,0.13828665,835
1646,0.13809076,836
2986,0.13804209,837
757,0.13804123,838
2156,0.13804123,839
6467,0.13802207,840
2021,0.13788092,841
6737,0.13776556,842
7266,0.1377474,843
6139,0.1377474,844
4106,0.1377474,845
8220,0.13756514,846
9437,0.13756514,847
5753,0.13756514,848
732,0.13755691,849
8529,0.13752079,850
4639,0.13740388,851
6707,0.1374023,852
9680,0.13738522,853
1429,0.13738522,854
7183,0.13735256,855
2153,0.13727188,856
671,0.13719037,857
8032,0.13718715,858
6993,0.13717389,859
3369,0.13704136,860
9428,0.13686025,861
8871,0.13681829,862
8989,0.13680959,863
9029,0.13680959,864
2424,0.13680959,865
5488,0.13674808,866
1864,0.1366702,867
9474,0.13660884,868
8625,0.13660884,869
3235,0.13660747,870
7851,0.13655317,871
2883,0.13650197,872
4648,0.13650197,873
105,0.13650197,874
9683,0.13650197,875
1136,0.13623905,876
8177,0.13607994,877
5907,0.1360462,878
4642,0.1360462,879
5015,0.1360361,880
6713,0.1360361,881
1573,0.13602078,882
4212,0.13585526,883
2096,0.13580897,884
4032,0.13580245,885
3788,0.13576952,886
3685,0.13560414,887
9244,0.1354532,888
4497,0.1354459,889
3992,0.13530219,890
5917,0.13506097,891
5191,0.134859,892
2393,0.13479143,893
4329,0.13475943,894
7576,0.13473913,895
300,0.13462633,896
7244,0.13460603,897
2533,0.13460603,898
9825,0.13460603,899
9360,0.13460603,900
80,0.13441896,901
1431,0.13441896,902
5722,0.13441896,903
6039,0.13439935,904
4985,0.13434458,905
4536,0.13429034,906
7820,0.13425615,907
5773,0.13417238,908
3073,0.13417238,909
9306,0.13417238,910
7171,0.13413161,911
9711,0.13407093,912
1337,0.13383096,913
6825,0.1337859,914
7381,0.13374817,915
8769,0.13373122,916
5876,0.13368547,917
9197,0.13368547,918
5683,0.1336075,919
6914,0.13359916,920
1422,0.13358063,921
382,0.13350868,922
7807,0.13350868,923
6862,0.13346711,924
6598,0.13343439,925
5885,0.13343439,926
7065,0.13343439,927
1650,0.13324842,928
2105,0.13319242,929
4524,0.13314334,930
1395,0.13312936,931
9471,0.13307136,932
6984,0.13307136,933
3198,0.13307035,934
7169,0.13294733,935
2410,0.13277209,936
3491,0.13274473,937
7887,0.13273308,938
4645,0.1326313,939
3523,0.13259354,940
2385,0.13258815,941
6271,0.1325101,942
9308,0.13242534,943
8313,0.13239887,944
531,0.13239336,945
8807,0.13238344,946
8301,0.1323052,947
810,0.13230503,948
4794,0.13228837,949
9282,0.13228226,950
8941,0.13220969,951
7166,0.13218576,952
1902,0.13207567,953
8253,0.13197336,954
5390,0.13196403,955
8770,0.13195181,956
5888,0.13162309,957
2401,0.13160509,958
1641,0.13158852,959
3344,0.13158852,960
1424,0.1315287,961
616,0.1315287,962
3749,0.13150358,963
6157,0.13148981,964
6463,0.1314696,965
6493,0.1314696,966
4735,0.13145971,967
2200,0.13133642,968
1547,0.13133311,969
8401,0.13133293,970
5955,0.13132519,971
1900,0.13116723,972
5703,0.13114408,973
628,0.13111043,974
5367,0.13103932,975
5846,0.1309866,976
9511,0.13077846,977
3031,0.13060194,978
7199,0.13055441,979
1284,0.13045308,980
2001,0.13038647,981
2307,0.13034758,982
7665,0.13031483,983
6969,0.13029033,984
8693,0.13023573,985
2379,0.13019913,986
5167,0.13018066,987
1889,0.13018066,988
4377,0.13018066,989
3122,0.13018066,990
6474,0.13018066,991
6627,0.13018066,992
7808,0.13018066,993
3419,0.13017985,994
7405,0.13016987,995
137,0.13011745,996
6554,0.13008615,997
5364,0.13006467,998
3455,0.1300591,999
4328,0.12994987,1000
9755,0.12986213,1001
8682,0.1298174,1002
4445,0.12981537,1003
4702,0.12981537,1004
9628,0.12971681,1005
4695,0.12969929,1006
3186,0.12960866,1007
8760,0.12960857,1008
4420,0.12958533,1009
4290,0.12958533,1010
8369,0.12958533,1011
5110,0.12958533,1012
693,0.12952071,1013
5055,0.12948743,1014
267,0.12938806,1015
5279,0.12938806,1016
1742,0.12938806,1017
6771,0.12935817,1018
1981,0.12922478,1019
7702,0.12914619,1020
3945,0.1290743,1021
5261,0.12900144,1022
2739,0.12900144,1023
5154,0.12898791,1024
1724,0.12898791,1025
5864,0.12896559,1026
9045,0.12891895,1027
4921,0.12869495,1028
648,0.12863398,1029
4756,0.12863398,1030
4245,0.12863398,1031
5979,0.12853172,1032
4288,0.12849045,1033
1992,0.1284295,1034
3193,0.12826058,1035
8124,0.12825567,1036
4693,0.12825462,1037
2067,0.12822804,1038
7133,0.12822804,1039
7786,0.12822804,1040
1683,0.12819806,1041
9851,0.12814638,1042
2388,0.12813482,1043
5696,0.12811178,1044
8024,0.12800798,1045
4828,0.12798423,1046
7714,0.12794924,1047
6676,0.12794924,1048
1222,0.12782258,1049
5318,0.12781537,1050
3021,0.12778616,1051
6200,0.12777352,1052
5715,0.12762454,1053
9573,0.12760961,1054
2972,0.12757927,1055
9650,0.127348,1056
6900,0.12725803,1057
1281,0.1272006,1058
1765,0.1271654,1059
6038,0.12714553,1060
5610,0.12713414,1061
6607,0.12710395,1062
5821,0.12703359,1063
2352,0.1270153,1064
8988,0.12689577,1065
549,0.1268515,1066
2292,0.12676507,1067
7964,0.12668961,1068
5672,0.12668401,1069
641,0.12667176,1070
2116,0.12667176,1071
9839,0.12664497,1072
5524,0.12655503,1073
2194,0.12648067,1074
1865,0.12647855,1075
752,0.12628993,1076
2586,0.12609112,1077
1104,0.12600574,1078
7978,0.12597263,1079
986,0.12588632,1080
2947,0.12587851,1081
8885,0.12587851,1082
2300,0.12587851,1083
139,0.12586156,1084
2358,0.12584776,1085
1198,0.1258423,1086
2603,0.12577209,1087
4507,0.12577209,1088
3707,0.12571192,1089
8663,0.12564331,1090
4682,0.12563968,1091
3466,0.12563968,1092
1838,0.12560385,1093
821,0.12546915,1094
6671,0.12534362,1095
2536,0.12532747,1096
511,0.12518874,1097
216,0.12516716,1098
9093,0.12515044,1099
8546,0.12512547,1100
444,0.12505433,1101
8652,0.12501925,1102
7302,0.124994576,1103
1365,0.12496197,1104
904,0.12496197,1105
7129,0.124852955,1106
1845,0.12475276,1107
6898,0.124678165,1108
1073,0.12466672,1109
9209,0.124557644,1110
3452,0.124500066,1111
2008,0.124370545,1112
6197,0.124335974,1113
4112,0.124308825,1114
9118,0.124245524,1115
1137,0.124245524,1116
3383,0.124245524,1117
3693,0.124245524,1118
7942,0.124245524,1119
2081,0.12411344,1120
6423,0.124037296,1121
7004,0.124037296,1122
2850,0.124017656,1123
3704,0.123836935,1124
7906,0.123836935,1125
4314,0.123833954,1126
9157,0.1237604,1127
4215,0.123719096,1128
3095,0.123651266,1129
2866,0.1236065,1130
9946,0.123595715,1131
6016,0.123536915,1132
997,0.123515844,1133
8201,0.1234861,1134
6550,0.12343001,1135
7724,0.12343001,1136
3454,0.12337491,1137
5457,0.123300195,1138
9888,0.123227954,1139
5686,0.122962505,1140
4980,0.122899085,1141
4647,0.122890055,1142
6886,0.12286043,1143
9163,0.12276393,1144
3187,0.12274018,1145
390,0.1227065,1146
5389,0.12264013,1147
4200,0.12260854,1148
7907,0.12258166,1149
2088,0.12256551,1150
3333,0.12254274,1151
4848,0.12254274,1152
7919,0.12254274,1153
2854,0.122516215,1154
4611,0.1224955,1155
1778,0.12243676,1156
7456,0.12213236,1157
9625,0.12213218,1158
2310,0.12209046,1159
9272,0.12205815,1160
7615,0.121842146,1161
2436,0.121842146,1162
1553,0.121799946,1163
3204,0.1217559,1164
2933,0.121729136,1165
6274,0.12170169,1166
8709,0.121693134,1167
3686,0.12167692,1168
5505,0.12161666,1169
4767,0.12161666,1170
8483,0.12161666,1171
7611,0.121608675,1172
6195,0.121589065,1173
7715,0.121558726,1174
6123,0.1215508,1175
6913,0.12148398,1176
6660,0.1214343,1177
4494,0.12120235,1178
7949,0.12120235,1179
3442,0.121097445,1180
5956,0.12103927,1181
6970,0.120946944,1182
2274,0.120833844,1183
88,0.12080675,1184
2773,0.12078038,1185
7582,0.1207028,1186
9823,0.12062675,1187
7636,0.12061301,1188
9393,0.12057334,1189
8298,0.12057334,1190
5632,0.120550275,1191
9544,0.12050921,1192
473,0.12050921,1193
4879,0.12046301,1194
397,0.120420665,1195
5312,0.12036112,1196
5875,0.12012634,1197
2606,0.12005767,1198
1154,0.11993587,1199
8112,0.11987972,1200
8094,0.11982998,1201
9062,0.11964512,1202
9699,0.119580775,1203
4707,0.119577914,1204
6803,0.119532645,1205
7155,0.11953145,1206
2778,0.119489014,1207
5203,0.11944461,1208
883,0.11944461,1209
8280,0.119428486,1210
1473,0.119423985,1211
831,0.11940178,1212
7900,0.119265676,1213
8792,0.11917463,1214
5952,0.11911312,1215
170,0.11906886,1216
1797,0.11906886,1217
626,0.11904365,1218
1421,0.119036734,1219
5916,0.11903423,1220
3040,0.11903423,1221
3374,0.119022846,1222
8835,0.11895752,1223
2175,0.11895138,1224
5249,0.118908316,1225
2179,0.11890119,1226
6171,0.11885598,1227
1502,0.11874169,1228
1857,0.11862087,1229
9085,0.11858699,1230
6380,0.11847776,1231
5992,0.11836976,1232
2304,0.1183005,1233
2421,0.11821771,1234
3024,0.11821771,1235
3687,0.11820352,1236
4903,0.118169665,1237
8287,0.118169665,1238
6352,0.118169665,1239
4861,0.118141085,1240
3954,0.118141085,1241
4017,0.11813766,1242
9981,0.11806524,1243
9767,0.11806524,1244
6965,0.11806524,1245
1703,0.11800194,1246
8001,0.11800194,1247
1097,0.11800194,1248
5291,0.11794758,1249
6659,0.117912054,1250
7777,0.11781436,1251
6239,0.11781436,1252
3323,0.11766979,1253
7921,0.11764589,1254
6929,0.117641985,1255
5330,0.117625445,1256
3085,0.117445946,1257
7781,0.1173861,1258
